customer_id,first_name,last_name,signup_date,region,acquisition_channel,email_opt_in,sms_opt_in,is_subscriber,lifetime_value_usd
C100157,Lucy,Park,2025-01-17,UK,google,False,False,False,188.01
C100158,Max,Vance,2026-04-07,CA,email-referral,True,False,False,547.87
C100159,Marco,Zola,2026-05-18,US-TX,email-referral,True,True,False,112.4
C100160,Ruby,Diaz,2025-05-15,US-IL,podcast,True,False,False,53.05
C100161,Theo,Lopez,2024-09-15,CA,organic,True,True,False,204.76
C100162,Nina,Nash,2024-11-10,CA,email-referral,True,False,False,164.08
C100163,Nadia,Chen,2024-08-19,US-FL,tiktok,True,True,True,267.66
C100164,Drew,Vance,2024-03-31,DE,instagram,True,True,False,339.07
C100165,Nadia,Xu,2026-02-22,US-NY,organic,False,False,False,150.38
C100166,Otis,Ahmed,2025-05-16,US-WA,tiktok,True,True,True,395.92
C100167,Omar,Jain,2025-05-11,FR,email-referral,True,False,False,186.63
C100168,Kira,Hunt,2025-12-04,US-TX,google,True,True,True,514.62
C100169,Omar,Lund,2026-02-07,FR,instagram,False,True,False,333.5
C100170,Sage,Owens,2024-07-20,US-NY,google,True,False,True,188.41
C100171,Lila,Haas,2024-03-14,US-FL,tiktok,True,False,True,427.46
C100172,Omar,Jain,2025-09-25,US-TX,email-referral,True,True,False,220.82
C100173,Yara,Reyes,2026-01-12,DE,podcast,True,True,False,67.48
C100174,Pavel,Shah,2025-02-03,FR,email-referral,True,True,False,144.02
C100175,Marco,Vance,2024-06-19,US-IL,podcast,True,False,False,149.58
C100176,Drew,Gray,2025-01-18,CA,organic,True,True,True,374.2
C100177,Marco,Oduya,2026-05-18,DE,google,True,False,True,359.3
C100178,Mia,Hunt,2024-06-04,US-TX,email-referral,True,True,True,392.1
C100179,Max,Park,2024-07-24,US-IL,instagram,False,False,True,250.27
C100180,Quinn,Oduya,2024-11-08,DE,instagram,False,False,False,223.51
C100181,Zoe,Khan,2024-05-10,US-CA,email-referral,True,False,True,275.9
C100182,Ava,Patel,2026-05-29,CA,google,True,False,False,146.81
C100183,Remy,Vance,2025-05-24,CA,google,True,False,False,146.15
C100184,Ruby,Novak,2025-07-03,US-TX,google,False,False,True,507.3
C100185,Nico,Silva,2024-12-29,DE,instagram,False,True,False,182.57
C100186,Priya,Hunt,2024-07-11,DE,organic,True,False,True,327.93
C100187,Drew,Berg,2024-07-26,US-TX,instagram,True,False,True,277.64
C100188,Xena,Haas,2026-05-05,US-IL,organic,True,True,False,157.87
C100189,Iris,Khan,2025-12-19,US-WA,organic,True,False,False,510.14
C100190,Priya,Walsh,2024-10-28,US-FL,instagram,True,True,False,199.44
C100191,Yara,Bauer,2024-12-05,CA,tiktok,True,False,False,307.3
C100192,Kai,Kim,2024-05-03,CA,podcast,True,True,False,23.84
C100193,Nadia,Bauer,2025-04-14,US-TX,tiktok,True,False,True,326.89
C100194,Noah,Jain,2024-08-06,US-CA,instagram,True,False,True,351.41
C100195,Rina,Ortiz,2025-03-02,US-IL,tiktok,True,True,True,252.86
C100196,Tara,Walsh,2026-05-20,FR,organic,True,True,False,161.6
C100197,Pavel,Reyes,2025-11-06,CA,email-referral,True,False,False,101.93
C100198,Ken,Berg,2025-01-18,US-IL,tiktok,True,True,False,155.8
C100199,Iris,Ferro,2024-08-06,UK,email-referral,False,True,True,863.87
C100200,Kai,Gray,2025-02-01,US-NY,instagram,True,False,False,449.86
C100201,Vera,Ferro,2025-06-30,US-TX,instagram,True,False,True,616.02
C100202,Nadia,Weber,2025-09-04,UK,google,True,False,False,167.22
C100203,Rina,Quist,2025-01-01,DE,instagram,True,True,False,247.01
C100204,Kira,Ward,2024-06-13,DE,organic,True,True,False,120.15
C100205,Pavel,Iqbal,2024-12-13,US-CA,organic,True,False,False,488.39
C100206,Ava,Rossi,2025-02-18,US-NY,instagram,True,False,True,442.91
C100207,Zoe,Zola,2025-01-12,AU,tiktok,True,False,False,23.26
C100208,Finn,Kim,2025-05-10,AU,email-referral,True,True,False,54.2
C100209,Ken,Bauer,2026-02-06,US-TX,organic,True,False,False,184.8
C100210,Leo,Klein,2025-09-06,US-WA,instagram,True,False,False,314.47
C100211,Tess,Xu,2025-11-02,AU,organic,True,False,False,78.96
C100212,Sofia,Kim,2025-02-14,UK,podcast,True,False,False,246.42
C100213,Ivy,Hunt,2025-02-11,CA,tiktok,True,False,True,388.16
C100214,Iris,Silva,2026-01-11,UK,tiktok,True,False,True,349.62
C100215,Ava,Patel,2025-12-08,FR,podcast,True,True,True,218.93
C100216,Cleo,Lund,2025-09-04,FR,organic,False,False,True,470.71
C100217,Rina,Tanaka,2025-12-30,US-WA,instagram,True,True,False,98.52
C100218,Diego,Costa,2024-02-25,US-FL,podcast,False,True,False,59.38
C100219,Diego,Iqbal,2026-06-01,US-WA,google,True,True,True,695.99
C100220,Finn,Ellis,2024-12-08,US-IL,google,True,False,True,450.98
C100221,Enzo,Diaz,2025-04-20,US-CA,podcast,True,False,False,364.51
C100222,Jack,Moreau,2025-02-14,US-IL,email-referral,True,False,True,551.28
C100223,Zane,Ito,2024-06-28,FR,tiktok,False,False,True,335.96
C100224,Tara,Silva,2025-02-03,US-IL,email-referral,True,False,False,144.83
C100225,Zane,Xu,2024-03-02,UK,google,True,True,False,191.65
C100226,Nora,Moreau,2026-01-23,US-IL,email-referral,True,False,False,58.46
C100227,Max,Xu,2024-04-06,UK,google,True,True,False,200.88
C100228,Vera,Xu,2025-03-13,UK,podcast,True,False,False,384.08
C100229,Kai,Gray,2026-03-08,FR,tiktok,True,False,False,266.32
C100230,Mara,Ueda,2026-05-15,CA,tiktok,True,True,True,537.59
C100231,Eli,Costa,2025-12-17,AU,podcast,True,False,False,134.32
C100232,Priya,Haas,2025-01-26,US-IL,tiktok,True,False,False,352.18
C100233,Beau,Ortiz,2025-06-02,DE,instagram,True,False,False,224.24
C100234,Max,Patel,2024-11-05,US-WA,instagram,True,False,False,334.62
C100235,Zoe,Novak,2024-03-29,CA,instagram,True,False,False,248.36
C100236,Sage,Weber,2025-02-23,US-TX,email-referral,False,False,False,138.16
C100237,Jack,Hunt,2025-10-14,AU,google,True,True,False,26.91
C100238,Jack,Yilmaz,2026-03-09,DE,email-referral,True,False,True,155.18
C100239,Omar,Weber,2024-07-13,US-NY,google,True,True,False,130.13
C100240,Max,Hunt,2025-01-31,CA,organic,False,False,False,549.84
C100241,Beau,Hunt,2025-08-26,US-NY,tiktok,True,False,True,410.37
C100242,Theo,Vogel,2025-01-18,US-NY,google,True,False,True,95.84
C100243,Kira,Weber,2024-11-15,US-FL,tiktok,True,True,False,318.46
C100244,Pavel,Costa,2025-01-16,US-TX,email-referral,False,False,False,317.96
C100245,Kai,Ferro,2026-06-08,US-NY,podcast,True,False,False,29.69
C100246,Owen,Quist,2024-10-05,CA,organic,True,False,True,454.96
C100247,Sage,Lopez,2024-11-22,US-CA,google,True,True,False,253.95
C100248,Sage,Costa,2024-04-25,UK,email-referral,True,False,False,107.31
C100249,Lila,Ortiz,2025-10-27,US-CA,instagram,True,False,False,253.48
C100250,Nadia,Gray,2025-09-01,DE,email-referral,True,True,True,145.7
C100251,Xena,Quist,2026-01-28,AU,google,True,True,True,632.61
C100252,Noah,Shah,2024-05-15,US-FL,google,True,False,True,288.42
C100253,Zane,Vogel,2026-02-22,US-NY,instagram,False,False,False,223.02
C100254,Omar,Gray,2024-11-16,FR,organic,True,False,False,232.56
C100255,Nora,Novak,2024-03-25,US-TX,organic,False,False,False,111.84
C100256,Zane,Weber,2025-04-11,US-FL,podcast,True,True,True,489.79
C100257,Xena,Novak,2024-11-29,US-IL,tiktok,True,True,False,248.46
C100258,Marco,Young,2024-09-10,FR,email-referral,True,False,False,494.14
C100259,Theo,Lund,2024-10-13,US-FL,google,True,True,False,242.8
C100260,Ruby,Walsh,2025-03-16,US-NY,instagram,True,False,False,279.62
C100261,Faye,Klein,2024-04-28,DE,instagram,True,True,False,151.66
C100262,Kira,Rossi,2025-06-04,US-TX,tiktok,True,False,False,257.65
C100263,Quinn,Jain,2026-05-09,DE,tiktok,True,False,False,289.73
C100264,Leo,Owens,2025-10-29,US-TX,email-referral,False,True,False,333.83
C100265,Finn,Kim,2026-04-25,US-FL,email-referral,True,True,True,195.58
C100266,Finn,Tanaka,2024-10-25,US-NY,email-referral,True,True,False,250.48
C100267,Amara,Yilmaz,2025-03-20,US-NY,organic,False,True,False,218.38
C100268,Jack,Park,2026-03-17,US-WA,instagram,True,True,True,546.55
C100269,Nico,Patel,2025-11-06,US-NY,google,True,True,True,311.96
C100270,Ivy,Vogel,2025-06-28,UK,instagram,True,True,True,680.68
C100271,Rosa,Chen,2025-01-14,US-NY,email-referral,True,True,False,227.38
C100272,Gus,Chen,2024-10-12,US-NY,google,True,True,False,218.95
C100273,Remy,Shah,2024-06-06,US-IL,organic,True,False,True,529.84
C100274,Zane,Young,2026-06-05,AU,podcast,True,True,False,193.69
C100275,Cleo,Young,2024-12-14,US-CA,organic,True,False,False,274.18
C100276,Liam,Ahmed,2024-08-15,DE,tiktok,True,False,False,41.96
C100277,Sage,Rossi,2024-07-17,DE,google,False,False,False,161.28
C100278,Priya,Rossi,2025-10-10,US-NY,tiktok,True,False,False,240.98
C100279,Zane,Tanaka,2024-11-01,US-TX,organic,True,True,False,115.73
C100280,Tess,Vogel,2025-06-03,US-TX,organic,False,True,False,357.87
C100281,Jude,Vance,2025-05-30,US-TX,podcast,False,False,False,251.1
C100282,Lila,Oduya,2025-10-27,US-FL,google,True,False,False,398.33
C100283,Cleo,Patel,2025-08-05,UK,google,True,True,True,347.26
C100284,Iris,Ortiz,2025-03-07,US-WA,organic,True,True,False,134.37
C100285,Isla,Novak,2026-04-21,FR,email-referral,True,False,True,476.94
C100286,Lila,Quist,2024-05-22,US-TX,tiktok,True,True,False,151.79
C100287,Faye,Ito,2025-12-14,UK,tiktok,True,True,True,108.84
C100288,Tess,Diaz,2024-03-05,US-WA,instagram,True,False,False,124.59
C100289,Leo,Ward,2025-08-14,US-TX,google,False,True,False,100.5
C100290,Ivy,Kim,2026-01-02,US-IL,tiktok,True,False,False,96.43
C100291,Ivy,Ortiz,2026-02-22,US-FL,google,True,False,False,199.0
C100292,Cleo,Ito,2025-07-16,US-FL,email-referral,True,False,False,154.13
C100293,Ken,Torres,2026-02-17,US-FL,podcast,True,False,False,364.19
C100294,Sage,Gray,2024-10-01,UK,organic,True,False,False,144.45
C100295,Lila,Lund,2026-04-06,US-WA,tiktok,True,True,False,303.49
C100296,Drew,Ferro,2024-05-29,US-CA,google,True,False,False,373.14
C100297,Sofia,Lopez,2025-03-03,CA,google,True,False,False,30.28
C100298,Nico,Oduya,2025-06-22,US-IL,email-referral,True,True,True,420.06
C100299,Lena,Ahmed,2024-05-25,US-NY,organic,True,True,True,341.47
C100300,Wes,Tanaka,2024-06-29,UK,tiktok,True,True,False,185.53
C100301,Nina,Yilmaz,2024-07-04,FR,email-referral,True,True,False,140.92
C100302,Lila,Xu,2025-02-17,US-TX,organic,True,True,False,262.97
C100303,Diego,Lund,2025-03-23,US-FL,email-referral,True,True,False,186.29
C100304,Yara,Patel,2025-02-11,AU,instagram,True,True,True,261.45
C100305,Owen,Lund,2025-12-07,US-FL,organic,True,True,False,125.45
C100306,Diego,Moreau,2025-05-23,US-NY,organic,True,True,False,481.77
C100307,Rosa,Park,2025-01-03,US-TX,tiktok,True,True,True,162.98
C100308,Xena,Nash,2026-02-23,US-FL,tiktok,True,True,True,468.27
C100309,Priya,Moreau,2025-11-30,US-TX,email-referral,True,True,False,222.82
C100310,Pavel,Ahmed,2024-05-22,DE,email-referral,True,False,False,287.9
C100311,Iris,Ward,2025-08-25,DE,google,False,False,True,180.64
C100312,Pavel,Ito,2025-06-04,FR,instagram,True,False,True,650.64
C100313,Hana,Young,2025-01-12,FR,organic,False,True,True,314.81
C100314,Nora,Chen,2025-12-10,US-IL,email-referral,True,False,True,442.04
C100315,Kira,Lund,2024-03-24,US-FL,email-referral,True,False,False,317.82
C100316,Nadia,Walsh,2024-09-09,US-NY,email-referral,True,True,True,477.41
C100317,Mara,Ellis,2024-04-20,AU,instagram,True,False,True,315.93
C100318,Lucy,Owens,2025-05-08,US-TX,organic,True,True,True,260.17
C100319,Zane,Shah,2024-09-06,US-WA,google,True,False,False,140.19
C100320,Nina,Vance,2025-05-11,US-FL,organic,True,True,False,131.03
C100321,Theo,Kim,2024-02-19,US-WA,email-referral,True,False,False,82.91
C100322,Rina,Bauer,2026-01-05,US-NY,podcast,True,False,False,52.71
C100323,Wes,Patel,2026-05-17,US-WA,google,True,True,False,262.87
C100324,Ruby,Bauer,2024-02-28,UK,instagram,True,False,False,268.16
C100325,Ivy,Moreau,2025-01-20,US-CA,instagram,True,True,False,239.51
C100326,Lucy,Berg,2025-12-09,FR,organic,True,True,True,520.0
C100327,Jude,Khan,2025-03-19,US-FL,tiktok,True,False,True,324.46
C100328,Omar,Ferro,2025-11-10,US-CA,tiktok,True,False,False,168.63
C100329,Rina,Xu,2025-05-13,DE,organic,True,False,False,306.24
C100330,Finn,Vogel,2025-02-22,CA,google,True,False,False,297.57
C100331,Finn,Rossi,2025-09-13,US-IL,instagram,True,True,False,153.72
C100332,Sofia,Lund,2026-02-27,US-NY,instagram,True,False,False,182.14
C100333,Zane,Klein,2025-10-13,US-NY,podcast,False,True,True,354.43
C100334,Noah,Novak,2024-07-05,UK,tiktok,True,False,True,390.28
C100335,Ruby,Vogel,2024-03-21,US-WA,email-referral,True,True,False,242.29
C100336,Theo,Ferro,2025-10-28,US-FL,instagram,True,True,True,348.31
C100337,Enzo,Khan,2026-02-01,US-WA,google,False,True,True,264.44
C100338,Rosa,Ortiz,2024-06-06,DE,tiktok,True,False,False,209.88
C100339,Rosa,Chen,2024-10-18,UK,google,True,False,True,260.64
C100340,Mia,Reyes,2024-03-10,US-NY,tiktok,True,False,False,24.52
C100341,Quinn,Moreau,2026-01-16,UK,podcast,True,False,True,460.49
C100342,Lila,Ueda,2024-06-11,US-WA,organic,True,False,False,245.94
C100343,Theo,Silva,2024-10-31,US-IL,instagram,True,True,True,273.65
C100344,Sage,Berg,2025-12-06,UK,podcast,True,False,False,264.67
C100345,Wes,Silva,2025-02-28,US-TX,organic,True,False,True,162.86
C100346,Nico,Walsh,2025-06-11,US-CA,tiktok,True,False,True,117.92
C100347,Finn,Vogel,2024-10-23,DE,podcast,False,False,False,21.44
C100348,Cleo,Reyes,2026-05-31,US-FL,podcast,True,True,False,155.34
C100349,Rosa,Owens,2025-12-11,US-WA,google,True,False,True,268.54
C100350,Jack,Vogel,2025-02-18,US-TX,instagram,True,True,False,54.45
C100351,Tara,Shah,2025-09-30,DE,organic,True,True,False,222.98
C100352,Theo,Vogel,2024-09-16,DE,email-referral,False,True,False,208.61
C100353,Mia,Ward,2025-10-18,CA,tiktok,True,True,False,293.04
C100354,Elsa,Berg,2024-06-04,AU,tiktok,True,True,True,532.48
C100355,Xena,Owens,2025-01-31,US-IL,google,True,True,False,271.75
C100356,Eli,Diaz,2025-01-17,AU,google,True,False,False,134.99
C100357,Milo,Zola,2024-11-18,US-CA,podcast,True,False,False,42.23
C100358,Nora,Nash,2025-10-14,DE,podcast,True,False,False,458.0
C100359,Gus,Torres,2025-04-26,US-CA,podcast,True,True,False,331.25
C100360,Mia,Novak,2024-07-14,US-WA,organic,True,True,True,468.44
C100361,Yara,Bauer,2024-12-26,US-NY,tiktok,True,True,True,329.37
C100362,Yara,Chen,2025-07-04,US-NY,tiktok,True,False,False,52.92
C100363,Quinn,Ueda,2024-03-27,UK,organic,True,True,False,453.74
C100364,Priya,Moreau,2024-04-09,US-TX,tiktok,True,False,False,96.25
C100365,Gus,Gray,2024-03-13,US-CA,podcast,True,False,False,34.72
C100366,Mara,Quist,2025-08-05,US-IL,instagram,True,True,True,501.16
